Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
ther ær i alt romæ rigæ / walland oc / tythslandh / ængæland / oc skot-||land,,Romærigæ,Romerike,Roman Empire,,Place name,real,choronym,country,,41.8925,12.48499,Old Danish,Lucidarius,AM 76 8vo,60v?61r,Manuscript,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7475),source,,,1452,1467,
ther ær i alt romæ rigæ / walland oc / tythslandh / ængæland / oc skot-||land,,Walland,Valland,Valland,,Place name,real,choronym,country,,41.34382,-3.33984,Old Danish,Lucidarius,AM 76 8vo,60v-61r,Manuscript,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7477),show-as,Southern Europe,,1452,1467,
ther ær i alt romæ rigæ / walland oc / tythslandh / ængæland / oc skot-||land,,Tythslandh,Thythiskland,Germany,,Place name,real,choronym,country,,51.5,10.5,Old Danish,Lucidarius,AM 76 8vo,60v?61r,Manuscript,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7479),source,,,1452,1467,
ther ær i alt romæ rigæ / walland oc / tythslandh / ængæland / oc skot-||land,,Ængæland,Ængeland,England,,Place name,real,choronym,country,,52.16045,-0.70312,Old Danish,Lucidarius,AM 76 8vo,60v?61r,Manuscript,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7481),source,,,1452,1467,
ther ær i alt romæ rigæ / walland oc / tythslandh / ængæland / oc skot-||land,,Skotland,Skotland,Scotland,,Place name,real,choronym,country,,56,-4,Old Danish,Lucidarius,AM 76 8vo,60v?61r,Manuscript,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7483),source,,,1452,1467,
Then dell heder Europia,,Europia,Europia,Europe,,Place name,real,choronym,continent,,48.69096,9.14062,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7485),source,,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Romrige,Romrike,Roman Empire,,Place name,real,choronym,country,,41.8925,12.48499,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7487),source,,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Wallant,Valland,Valland,,Place name,real,choronym,country,,41.34382,-3.33984,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7489),show-as,Southern Europe,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Franckerige,Frankerike,France,,Place name,real,choronym,country,,46,2,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7491),source,,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Tytzkeland,Thythiskeland,Germany,,Place name,real,choronym,country,,51.5,10.5,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7493),source,,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Engeland,Ængeland,England,,Place name,real,choronym,country,,52.16045,-0.70312,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7495),source,,1510,,,
ther i ær al rom rige som ær wallant franckerige tytzkeland engeland skot-||land,,Skotland,Skotland,Scotland,,Place name,real,choronym,country,,56,-4,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v,Early print,Kroon et al. 1993,241?242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7497),source,,1510,,,
En dell aff werdhen ær oc danmark []/ swerighe / oc norrigh,,Norrigh,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Danish,Lucidarius,AM 76 8vo,61r?60v,Manuscript,Kroon et al. 1993,242,,Commonly attested and known,The latter part of the text is supplied by the scribe on fol. 60v.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7499),source,,,1452,1467,
Ther nest liggher norwæ o[c] swerigæ oc koldæ landh,,Norwæ,Norghe,Norway,,Place name,real,choronym,country,,62,10,Old Danish,Lucidarius,AM 76 8vo,61r,Manuscript,Kroon et al. 1993,242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7501),source,,,1452,1467,
Ther nest ligger Norie oc swerige oc kare-||land,,Norie,Norghe,Norway,,Place name,real,choronym,country,,62,10,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v?e4r,Early print,Kroon et al. 1993,242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7503),source,,1510,,,
Ther nest ligger Norie oc swerige oc kare-||land,,Kareland,Karelland,Karelia,Karjala,Place name,real,choronym,region,,64,32,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e3v?e4r,Early print,Kroon et al. 1993,242,,Educated guess,"The other version of the Old Danish Lucidarius has koldæ landh, which is here considered a noun phrase, 'cold contries,' not a place name.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7505),source,,1510,,,
then tridiæ dell aff werdhen som hether Affrica,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,AM 76 8vo,61r,Manuscript,Kroon et al. 1993,242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7507),source,,,1452,1467,
then tredie deell som heder Affrica,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e4r,Early print,Kroon et al. 1993,242,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7509),source,,1510,,,
jherusalem oc andræ stedher ther ihesus christus toldæ døth oc pinæ,,Jherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Lucidarius,AM 76 8vo,61v,Manuscript,Kroon et al. 1993,245,,Commonly attested and known,Jerusalem is mentioned in the part of the Old Danish Lucidarius wherein Africa is described.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7511),source,,,1452,1467,🏙️
iherusalem oc andr[e] stæde som ihesus cristus tolle pi[n]e,,Iherusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e4r,Early print,Kroon et al. 1993,245,,Commonly attested and known,"Jerusalem is mentioned in the part of the Old Danish Lucidarius, wherein Africa is described.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7513),source,,1510,,,🏙️
The sye sommæ at jødæland ær i Asia,,Jødæland,Jutheland,Judea,,Place name,real,choronym,region,,31.58333,35,Old Danish,Lucidarius,AM 76 8vo,62r,Manuscript,Kroon et al. 1993,246,,Commonly attested and known,This attestation is in the part of the Old Danish Lucidarius wherein Africa is discussed.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7515),source,,,1452,1467,
The sye sommæ at jødæland ær i Asia,i,Asia,Asia,Asia,,Place name,real,choronym,continent,,29.84064,89.29688,Old Danish,Lucidarius,AM 76 8vo,62r,Manuscript,Kroon et al. 1993,246,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7517),source,,,1452,1467,
Tog sige somme at iøde land ær i Asia,,Iødeland,Jutheland,Judea,,Place name,real,choronym,region,,31.58333,35,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",e4r,Early print,Kroon et al. 1993,246,,Commonly attested and known,This attestation is in the part of the Old Danish Lucidarius wherein Africa is discussed.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7519),source,,1510,,,
tyzska tha the hørdoth sakt,,tyzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,185,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7521),show-as,Germany,,1400,1523,
tyzska tha the hørdoth sakt,,tyzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,185,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7523),show-as,Germany,,1480,1490,
tyzska tha the hørdoth sakt,,tyzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,185,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7525),show-as,Germany,,1450,1499,
tyzska tha the hørdoth sakt,,tyzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,185,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7527),show-as,Germany,,1500,1525,
tha the tyzska  hørdoth sakt,,the tyzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,185,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7529),show-as,Germany,,1500,1525,
tha skop han adam vdæn parædiis oc førdæ hanum saa in i parædiis,uten,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,74v,Manuscript,Kroon et al. 1993,297,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7531),show-as,Middle East,,1452,1467,
tha skop han adam vdæn parædiis oc førdæ hanum saa in i parædiis,i,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,74v,Manuscript,Kroon et al. 1993,297,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7533),show-as,Middle East,,1452,1467,
han gaff tøm allæ samæn naffn / a hebreske mal,a,hebreske mal,hebraisk mal,Hebrew language,,Non-name,real,,,language designation,31.5,34.75,Old Danish,Lucidarius,AM 76 8vo,74v,Manuscript,Kroon et al. 1993,297,,Commonly attested and known,The scribe has deleted a mistaken form after the preposition a. The s in hebreske is inserted by the scribe above the line.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7535),show-as,Israel,,1452,1467,
tha skapte ha[n] Adam vthen paradijs oc førde hannum saa ind i paradijs ,uten,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c1r,Early print,Kroon et al. 1993,297,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7537),show-as,Middle East,1510,,,
tha skapte ha[n] Adam vthen paradijs oc førde hannum saa ind i paradijs ,i,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c1r,Early print,Kroon et al. 1993,297,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7539),show-as,Middle East,1510,,,
han gaff them alle naffn a hebreeskmol,a,hebreesk mol,hebraisk mal,Hebrew language,,Non-name,real,,,language designation,31.5,34.75,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c1r,Early print,Kroon et al. 1993,297,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7541),show-as,Israel,1510,,,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 2,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7543),show-as,Germany,,1400,1523,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 4a,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7545),show-as,Germany,,1448,1453,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 3,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7547),show-as,Germany,,1482,1493,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,Medeltidshandskrift 32,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7549),show-as,Germany,,1480,1490,
Tw skip medh tyskom mannom komo tiit,mæþ,tyski,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Erikskrönikan,C 62,,Manuscript,Pipping 1963,,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7551),show-as,Germany,,1450,1499,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,H 131,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7553),show-as,Germany,,1500,1525,
Tw skip medh tytzska komo tiit,mæþ,tytzska,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Erikskrönikan,D 5,,Manuscript,Pipping 1963,187,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7555),show-as,Germany,,1500,1525,
then timæ adam soff i paradiis,i,Paradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,76r,Manuscript,Kroon et al. 1993,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7557),show-as,Middle East,,1452,1467,
the gingæ nøgnæ i paradiis,i,Paradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,76r,Manuscript,Kroon et al. 1993,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7559),show-as,Middle East,,1452,1467,
Haffde the klæder at skyles met i paradijs,i,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c2v,Early print,Kroon et al. 1993,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7561),show-as,Middle East,1510,,,
huor foræ looth gud mannæn for vindæs aff diæfflæn i parædiis,i,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,80r,Manuscript,Kroon et al. 1993,318,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7563),show-as,Middle East,,1452,1467,
Huor for lod gud mennen forwynnes i paradis,i,Paradis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c5r,Early print,Kroon et al. 1993,318,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7565),show-as,Middle East,1510,,,
huar længæ voræ the i parædiis,i,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,81v,Manuscript,Kroon et al. 1993,325,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7567),show-as,Middle East,,1452,1467,
Hwore lenge wore the i paradijs,i,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c6r,Early print,Kroon et al. 1993,325,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7569),show-as,Middle East,1510,,,
mannæn vor forti kast aff parædiis,af,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,81v,Manuscript,Kroon et al. 1993,325,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7571),show-as,Middle East,,1452,1467,
mannen worde forthij forkast aff paradijs,af,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c6r,Early print,Kroon et al. 1993,325,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7573),show-as,Middle East,1510,,,
huaræ skullæ theræ leffnæt hauæ væræt i parædiis,i,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,82r,Manuscript,Kroon et al. 1993,326,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7575),show-as,Middle East,,1452,1467,
hwilkelvnde sculle theris leffnet haffue weret om the haffde længe waret i paradijs,i,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c6v,Early print,Kroon et al. 1993,326,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7577),show-as,Middle East,1510,,,
so som adam vor i parædiis,i,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,83r,Manuscript,Kroon et al. 1993,330,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7579),show-as,Middle East,,1452,1467,
so som thet wore i paradijs,i,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c7v,Early print,Kroon et al. 1993,330,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7581),show-as,Middle East,1510,,,
lot tøm saa kastæ vth aff parædiis,af,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,83v,Manuscript,Kroon et al. 1993,333,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7583),show-as,Middle East,,1452,1467,
lod them so kastes neder aff paradijs,af,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c8r,Early print,Kroon et al. 1993,333,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7585),show-as,Middle East,1510,,,
ther the aff paradiis voræ komnæ,af,Paradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,84r,Manuscript,Kroon et al. 1993,334,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7587),show-as,Middle East,,1452,1467,
ther the wore neder kommen af paradijs,af,Paradijs,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",c8r,Early print,Kroon et al. 1993,334,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7589),show-as,Middle East,1510,,,
the kommæ aff parædis,af,Parædis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,84r,Manuscript,Kroon et al. 1993,334,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7591),show-as,Middle East,,1452,1467,
førdæ hanum op til pæradiis,til,Pæradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,85v,Manuscript,Kroon et al. 1993,341,,Commonly attested and known,"The form is clearly a scribal error, it is corrected by the editors to parædiis.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7593),show-as,Middle East,,1452,1467,
førde hannum op tijl paradis,til,Paradis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d1r,Early print,Kroon et al. 1993,341,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7595),show-as,Middle East,1510,,,
til enoc vor tagæn op til parædiis,til,Parædiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,AM 76 8vo,85v,Manuscript,Kroon et al. 1993,341,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7597),show-as,Middle East,,1452,1467,
tijl Enoch wor vptagen til paradis,til,Paradis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d1r,Early print,Kroon et al. 1993,341,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7599),show-as,Middle East,1510,,,
[Adam] vor ioræt i tæn sammæ stæd i ebron ther han vor skapæt,i,Ebron,Ebron,Hebron,,Place name,real,settlement name,city,,31.52935,35.0938,Old Danish,Lucidarius,AM 76 8vo,85v,Manuscript,Kroon et al. 1993,341,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7601),source,,,1452,1467,🏙️
[Adam] wort iordet i thet same sted i ebrou ther han wor skapt aa,i,Ebrou,Ebron,Hebron,,Place name,real,settlement name,city,,31.52935,35.0938,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d1r,Early print,Kroon et al. 1993,341,,Commonly attested and known,"The form is a common printer's error, it is corrected by the editors to ebron.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7603),source,,1510,,,🏙️
tha fødæs ther so ondh falk aff so som iødær voræ,,iødær,juthe,Judean,Jew,Non-name,real,,,inhabitant designation,31.5,34.75,Old Danish,Lucidarius,AM 76 8vo,87r,Manuscript,Kroon et al. 1993,346,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7605),show-as,Israel,,1452,1467,
tha føddes ther soo ont folck af so som iøderne ware,,iøderne,juthe,Judean,Jew,Non-name,real,,,inhabitant designation,31.5,34.75,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d2v,Early print,Kroon et al. 1993,346,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7607),show-as,Israel,1510,,,
A eet byærg i eth land heet armenia,,Armenia,Armenia,Armenia,,Place name,real,choronym,country,,40.25,45,Old Danish,Lucidarius,AM 76 8vo,88r,Manuscript,Kroon et al. 1993,350,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7609),source,,,1452,1467,
a eth bierg i eth land hed Armenia,,Armenia,Armenia,Armenia,,Place name,real,choronym,country,,40.25,45,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d3r,Early print,Kroon et al. 1993,350,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7611),source,,1510,,,
tha skildæs all værdæn at i tre lodær een lot hedær affrica oc annæn || asiæ oc thæn thredyæ Æuropa,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,AM 76 8vo,90r?90v,Manuscript,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7613),source,,,1452,1467,
tha skildæs all værdæn at i tre lodær een lot hedær affrica oc annæn || asiæ oc thæn thredyæ Æuropa,,Asiæ,Asia,Asia,,Place name,real,choronym,continent,,29.84064,89.29688,Old Danish,Lucidarius,AM 76 8vo,90r?90v,Manuscript,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7615),source,,,1452,1467,
tha skildæs all værdæn at i tre lodær een lot hedær affrica oc annæn || asiæ oc thæn thredyæ Æuropa,,Æuropa,Europa,Europe,,Place name,real,choronym,continent,,48.69096,9.14062,Old Danish,Lucidarius,AM 76 8vo,90r?90v,Manuscript,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7617),source,,,1452,1467,
Tha skildes al wærden i tre løder. then ene lod heder Affrica annen Asia then tredie heder Europa,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d4v,Early print,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7619),source,,1510,,,
Tha skildes al wærden i tre løder. then ene lod heder Affrica annen Asia then tredie heder Europa,,Asia,Asia,Asia,,Place name,real,choronym,continent,,29.84064,89.29688,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d4v,Early print,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7621),source,,1510,,,
Tha skildes al wærden i tre løder. then ene lod heder Affrica annen Asia then tredie heder Europa,,Europa,Europa,Europe,,Place name,real,choronym,continent,,48.69096,9.14062,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d4v,Early print,Kroon et al. 1993,358?361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7623),source,,1510,,,
affrica ær søndærst i værdæn,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,AM 76 8vo,90v,Manuscript,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7625),source,,,1452,1467,
Affrica er synder i werden,,Affrica,Afrika,Africa,,Place name,real,choronym,continent,,7.1881,21.09375,Old Danish,Lucidarius,"Her begynes Lucidarius, LN 135",d4v,Early print,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7627),source,,1510,,,
Asiæ ær østærst i værdæn,,Asiæ,Asia,Asia,,Place name,real,choronym,continent,,29.84064,89.29688,Old Danish,Lucidarius,AM 76 8vo,90v,Manuscript,Kroon et al. 1993,361,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=7629),source,,,1452,1467,
