root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:Indian books by century,Category:16th-century Indian books,56909576,Ni'matnāmah Naṣir al-Dīn Shāhī,https://en.wikipedia.org/?curid=56909576,Category:16th-century Indian books | Category:16th-century Persian books | Category:Cookbooks of the medieval Islamic world | Category:History of Malwa | Category:Indian artefacts held abroad | Category:Persian art,Indian,1500,📕,22.33528,75.41583
Category:Indian books by century,Category:16th-century Indian books,37808495,Prashna Tantra,https://en.wikipedia.org/?curid=37808495,Category:13th-century Sanskrit literature | Category:1580 books | Category:16th-century Indian books | Category:Astrology stubs | Category:Hindu astrological texts,Indian,1580,📜,27.0937,77.66003
Category:Indian books by century,Category:16th-century Indian books,1690469,Ramcharitmanas,https://en.wikipedia.org/?curid=1690469,Category:16th-century Indian books | Category:16th-century poems | Category:Epic poems in Hindi | Category:Hindu texts | Category:Indian poems | Category:Works based on the Ramayana,Indian,1500,📜,26.79909,82.2047
Category:Indian books by century,Category:16th-century Indian books,70193758,Tarikh-i-Dawudi,https://en.wikipedia.org/?curid=70193758,Category:16th-century Indian books | Category:16th-century Persian books | Category:Indian chronicles | Category:Indian history book stubs | Category:Indian manuscripts,Indian,1500,📜,23.476401,86.358962
Category:Indian books by century,Category:16th-century Indian books,11848528,Tarikh-i-Sher Shahi,https://en.wikipedia.org/?curid=11848528,Category:1580 books | Category:16th-century Indian books | Category:16th-century manuscripts | Category:Historiography of India | Category:History books about India | Category:Indian chronicles | Category:Indian documents | Category:Indian history book stubs | Category:Indian manuscripts | Category:Mughal literature | Category:Sur Empire,India,1580,📜,27.0937,77.66003
Category:Indian books by century,Category:16th-century Indian books,78662881,Tazkirat-ul-Waqiat,https://en.wikipedia.org/?curid=78662881,Category:1586 books | Category:16th-century Indian books | Category:16th-century Persian books | Category:Books about the Mughal Empire | Category:Indian biographies | Category:Mughal royal books,Indian,1586,📕,31.558,74.35071
Category:Indian books by century,Category:16th-century Indian books,10375475,Tuhfat Ul Mujahideen,https://en.wikipedia.org/?curid=10375475,Category:16th-century Arabic-language books | Category:16th-century Indian books | Category:Books about India | Category:Historiography of India | Category:History of Kerala | Category:Indian chronicles,India,1500,📜,10.76695,75.92523
Category:Indian books by century,Category:16th-century Indian books,5866733,Tutinama,https://en.wikipedia.org/?curid=5866733,Category:14th-century Persian books | Category:16th-century Indian books | Category:16th-century illuminated manuscripts | Category:British Library oriental manuscripts | Category:Collection of the Cleveland Museum of Art | Category:Collections of fairy tales | Category:Erotic literature | Category:Erotic short story collections | Category:Fantasy anthologies | Category:Indian artefacts held abroad | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian manuscripts | Category:Indian short story collections | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Persian-language literature | Category:Sexuality in India,India,1500,📚,28.0337088,79.1205419
Category:Indian books by century,Category:17th-century Indian books,63401448,91 Kalami Bakhar,https://en.wikipedia.org/?curid=63401448,Category:17th-century Indian books | Category:18th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji,Indian,1600,📕,27.1752554,78.0098161
Category:Indian books by century,Category:17th-century Indian books,46356031,Bahar-i Danish,https://en.wikipedia.org/?curid=46356031,Category:1651 books | Category:1651 in India | Category:17th century in Delhi | Category:17th-century Indian books | Category:17th-century Persian books | Category:18th-century illuminated manuscripts | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian romantic fiction | Category:Indian short story collections | Category:Islamic illuminated manuscripts,Danish,1651,📚,28.652,77.2315
Category:Indian books by century,Category:17th-century Indian books,6584235,Baharistan-i-Ghaibi,https://en.wikipedia.org/?curid=6584235,Category:1630s books | Category:17th-century Indian books | Category:17th-century Persian books | Category:Bengal Subah | Category:Books about the Mughal Empire,Indian,1630,📕,23.8103,90.4125
Category:Indian books by century,Category:17th-century Indian books,54067002,Baharistan-i-shahi,https://en.wikipedia.org/?curid=54067002,Category:1610s books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History books about India | Category:History of Kashmir | Category:Kashmiri literature | Category:Pakistani literature,India,1610,📕,34.08565,74.80555
Category:Indian books by century,Category:17th-century Indian books,59828230,Bahr al-Hayat,https://en.wikipedia.org/?curid=59828230,Category:1602 books | Category:17th-century Indian books | Category:17th-century Persian books | Category:Hatha yoga texts | Category:Indian religious texts,Indian,1602,📜,26.22983,78.17337
Category:Indian books by century,Category:17th-century Indian books,69816496,Burhan-i Qati,https://en.wikipedia.org/?curid=69816496,Category:17th-century Indian books | Category:17th-century Persian books | Category:Persian dictionaries,Indian,1600,📕,17.38405,78.45636
Category:Indian books by century,Category:17th-century Indian books,3888089,Dabestan-e Mazaheb,https://en.wikipedia.org/?curid=3888089,Category:1658 in religion | Category:1658 non-fiction books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History of religion in India | Category:History of religion in Pakistan | Category:Indian religious texts | Category:Persian-language literature | Category:Religious studies books,India,1658,📜,25.59408,85.13563
Category:Indian books by century,Category:17th-century Indian books,3809253,Dasbodh,https://en.wikipedia.org/?curid=3809253,Category:1654 in India | Category:1654 in religion | Category:1654 poetry books | Category:17th-century Hinduism | Category:17th-century Indian books | Category:Advait Mat | Category:Advaita | Category:Books about spirituality | Category:Dialogues | Category:Hindu texts | Category:Inchegeri Sampradaya | Category:Marathi-language literature | Category:Works by Samarth Ramdas,India,1654,📜,18.15,73.62
Category:Indian books by century,Category:17th-century Indian books,22676129,Dhola Maru,https://en.wikipedia.org/?curid=22676129,Category:1617 books | Category:17th-century Indian books | Category:Indian folklore | Category:Indian literature | Category:Love stories | Category:Rajasthani folklore | Category:Rajasthani literature,Indian,1617,📕,26.238900,73.024300
Category:Indian books by century,Category:17th-century Indian books,69643904,Farhang-i Jahangiri,https://en.wikipedia.org/?curid=69643904,Category:17th-century Indian books | Category:17th-century Persian books | Category:Mughal literature | Category:Persian dictionaries,Indian,1600,📕,27.176700,78.008100
Category:Indian books by century,Category:17th-century Indian books,78071884,Farhang-i Rashidi,https://en.wikipedia.org/?curid=78071884,Category:17th-century Indian books | Category:17th-century Persian books | Category:Persian dictionaries,Indian,1600,📕,24.746100,67.923000
Category:Indian books by century,Category:17th-century Indian books,3086827,Fatawa 'Alamgiri,https://en.wikipedia.org/?curid=3086827,Category:17th-century Indian books | Category:Books about Islamic jurisprudence | Category:Hanafi fiqh literature | Category:Historiography of India | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Legal history of Pakistan | Category:Mughal royal books | Category:Sharia in India | Category:Sunni literature,India,1600,📜,28.613900,77.209000
Category:Indian books by century,Category:17th-century Indian books,36045353,Gandhavaṃsa,https://en.wikipedia.org/?curid=36045353,Category:17th-century Indian books | Category:Buddhist text stubs | Category:Pali Buddhist texts,Indian,1600,📜,17.335800,96.481700
Category:Indian books by century,Category:17th-century Indian books,37686924,Jatakalankara,https://en.wikipedia.org/?curid=37686924,Category:1613 books | Category:17th-century Indian books | Category:17th-century Sanskrit literature | Category:Astrology stubs | Category:Hindu astrological texts,Indian,1613,📜,23.785000,72.646000
Category:Indian books by century,Category:17th-century Indian books,8242238,Madarij an-Nabuwwat,https://en.wikipedia.org/?curid=8242238,Category:17th-century Indian books | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic studies book stubs | Category:Sunni literature,Indian,1600,📜,28.613900,77.209000
Category:Indian books by century,Category:17th-century Indian books,52324347,Majma-ul-Bahrain,https://en.wikipedia.org/?curid=52324347,Category:1650s in India | Category:17th-century Indian books | Category:17th-century Persian books | Category:Culture of India | Category:Hinduism and Islam | Category:Indian literature | Category:Indian religious texts | Category:Medieval literature | Category:Mughal literature | Category:Persian-language literature | Category:Religious pluralism | Category:Religious syncretism in Asia | Category:Sufi literature | Category:Universalism | Category:Works of Dara Shikoh,Bahrain,1650,📜,28.613900,77.209000
Category:Indian books by century,Category:17th-century Indian books,68714001,PhulBan,https://en.wikipedia.org/?curid=68714001,Category:17th-century Indian books | Category:Indian manuscripts,Indian,1600,📜,17.383300,78.401000
Category:Indian books by century,Category:17th-century Indian books,43042278,Prabhu Linga Leelai,https://en.wikipedia.org/?curid=43042278,Category:17th-century Indian books | Category:Shaiva texts | Category:Tamil philosophy | Category:Tamil-language literature,Indian,1600,📜,15.335000,76.460000
Category:Indian books by century,Category:17th-century Indian books,37766742,Prasna Marga,https://en.wikipedia.org/?curid=37766742,Category:1649 in India | Category:1649 non-fiction books | Category:17th-century Indian books | Category:17th-century Sanskrit literature | Category:Astrology stubs | Category:Brahmin culture | Category:Hindu astrological texts | Category:Thalassery,India,1649,📜,11.751100,75.492500
Category:Indian books by century,Category:17th-century Indian books,63357604,Sabhasad Bakhar,https://en.wikipedia.org/?curid=63357604,Category:1697 non-fiction books | Category:17th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Royalty book stubs,Indian,1697,📕,12.253000,79.418200
Category:Indian books by century,Category:17th-century Indian books,65718557,Sirr-i-Akbar,https://en.wikipedia.org/?curid=65718557,Category:1657 in India | Category:17th-century Indian books | Category:17th-century Persian books | Category:Akbar | Category:Books about the Upanishads | Category:Culture of India | Category:Early modern literature | Category:Hinduism and Islam | Category:Indian literature | Category:Indian religious texts | Category:Mughal literature | Category:Persian literature | Category:Persian-language literature | Category:Religious pluralism | Category:Religious syncretism in Asia | Category:Sufi literature | Category:Universalism | Category:Works of Dara Shikoh,India,1600,📜,25.317600,82.973900
Category:Indian books by century,Category:17th-century Indian books,54066935,Tohfatu'l-Ahbab,https://en.wikipedia.org/?curid=54066935,Category:1642 books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History books about India | Category:History of Gilgit-Baltistan | Category:History of Kashmir | Category:Indian history book stubs | Category:Kashmiri literature | Category:Pakistani literature,India,1642,📕,34.083700,74.797300
Category:Indian books by century,Category:17th-century Indian books,3752345,Tuzk-e-Jahangiri,https://en.wikipedia.org/?curid=3752345,Category:17th-century Indian books | Category:17th-century Persian books | Category:17th-century illuminated manuscripts | Category:Books about the Mughal Empire | Category:Indian autobiographies | Category:Indian chronicles | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Mughal royal books | Category:Persian-language literature,Indian,1600,📜,27.176700,78.008100
Category:Indian books by century,Category:17th-century Indian books,43025302,Yesu Matha Niragaranam,https://en.wikipedia.org/?curid=43025302,Category:17th-century Indian books | Category:Hindu texts | Category:Hymns | Category:Shaivism | Category:Tamil philosophy | Category:Tamil-language literature,Indian,1600,📜,12.225300,79.074700
Category:Indian books by century,Category:18th-century Indian books,81370494,Al-Fawz al-Kabir,https://en.wikipedia.org/?curid=81370494,Category:18th-century Arabic-language books | Category:18th-century Indian books | Category:Books by Shah Waliullah Dehlawi | Category:Hanafi tafsir literature | Category:Indian non-fiction books | Category:Sunni tafsir | Category:Tafsir works,Indian,1700,📕,28.613900,77.209000
Category:Indian books by century,Category:18th-century Indian books,25067216,Bhaktalilamrita,https://en.wikipedia.org/?curid=25067216,Category:18th-century Indian books | Category:Hinduism stubs | Category:Marathi-language literature,Indian,1700,📕,20.784000,74.138700
Category:Indian books by century,Category:18th-century Indian books,16461958,Fathul Mujahidin,https://en.wikipedia.org/?curid=16461958,Category:18th-century Indian books | Category:Artillery of India | Category:Early rocketry | Category:Kingdom of Mysore | Category:Military handbooks and manuals | Category:Rocket artillery,India,1700,📕,12.423800,76.704900
Category:Indian books by century,Category:18th-century Indian books,71875309,Hammira Raso,https://en.wikipedia.org/?curid=71875309,Category:18th-century Indian books | Category:19th-century Indian books | Category:Hindi poetry | Category:Works about monarchs,Indian,1700,📕,26.238900,73.024300
Category:Indian books by century,Category:18th-century Indian books,81372889,Hujjat Allah al-Baligha,https://en.wikipedia.org/?curid=81372889,Category:18th-century Indian books | Category:Arabic-language books | Category:Ash'ari literature | Category:Books about Islam | Category:Books by Shah Waliullah Dehlawi | Category:Hanafi theological literature | Category:Indian non-fiction books | Category:Mystical books | Category:Philosophy of religion,Indian,1700,📕,28.6562,77.2410
Category:Indian books by century,Category:18th-century Indian books,43616243,Jaya Chandrika,https://en.wikipedia.org/?curid=43616243,Category:1792 non-fiction books | Category:18th-century Indian books | Category:Books about India | Category:Indian literature stubs | Category:Indian non-fiction books,India,1792,📕,21.587696,83.073715
Category:Indian books by century,Category:18th-century Indian books,38858775,Puthen Pana,https://en.wikipedia.org/?curid=38858775,Category:18th-century Indian books | Category:18th-century poems | Category:Biblical poetry | Category:Christian poetry | Category:Cultural depictions of Jesus | Category:Cultural depictions of the Nativity of Jesus | Category:Cultural depictions of the Passion of Jesus | Category:History of Thrissur | Category:Indian Christian hymns | Category:Indian poems | Category:Indian religious texts | Category:Poems in Malayalam | Category:Works based on the New Testament,Indian,1700,📜,10.639864,76.154966
Category:Indian books by century,Category:18th-century Indian books,71439416,Sawanih-i-Deccan,https://en.wikipedia.org/?curid=71439416,Category:1782 in India | Category:18th-century Indian books | Category:18th-century Persian books | Category:Indian history stubs | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Persian-language literature,India,1700,📜,17.385044,78.486671
Category:Indian books by century,Category:18th-century Indian books,72673402,Strī-dharma-paddhati,https://en.wikipedia.org/?curid=72673402,Category:18th-century Indian books | Category:18th-century Sanskrit literature | Category:Dharmaśāstra | Category:Hinduism and women | Category:Patriarchy | Category:Thanjavur Maratha kingdom,Indian,1700,📕,10.7870,79.1378
Category:Indian books by century,Category:18th-century Indian books,7528468,Tafsir al-Mazhari,https://en.wikipedia.org/?curid=7528468,Category:18th-century Arabic-language books | Category:18th-century Indian books | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Maturidi literature | Category:Nadwatul Musannifeen books | Category:Sufi tafsir | Category:Sunni literature | Category:Sunni tafsir,Indian,1700,📜,29.3909,76.9635
Category:Indian books by century,Category:18th-century Indian books,13640619,Thembavani,https://en.wikipedia.org/?curid=13640619,"Category:18th-century Indian books | Category:Biblical poetry | Category:Christian poetry | Category:Cultural depictions of David | Category:Cultural depictions of Herod the Great | Category:Cultural depictions of Jesus | Category:Cultural depictions of John the Baptist | Category:Cultural depictions of Joshua | Category:Cultural depictions of Judas Iscariot | Category:Cultural depictions of Mary Magdalene | Category:Cultural depictions of Mary, mother of Jesus | Category:Cultural depictions of Moses | Category:Cultural depictions of Nebuchadnezzar II | Category:Cultural depictions of Paul the Apostle | Category:Cultural depictions of Pontius Pilate | Category:Cultural depictions of Saint Peter | Category:Cultural depictions of Salome | Category:Cultural depictions of the Devil | Category:Cultural depictions of the Nativity of Jesus | Category:Cultural depictions of the Passion of Jesus | Category:Depictions of Jesus in literature | Category:Depictions of the Biblical Magi in poetry | Category:Indian Christian hymns | Category:Indian religious texts | Category:Jerusalem in fiction | Category:Saint Joseph (husband of Mary) | Category:Songs about Jesus | Category:Tamil poetry | Category:Tamil-language literature | Category:Works based on the New Testament | Category:Works set in 1st-century Roman Empire | Category:Works set in Palestine",Indian,1700,📜,11.514375,79.328313
Category:Indian books by century,Category:18th-century Indian books,39350086,Varthamanappusthakam,https://en.wikipedia.org/?curid=39350086,Category:1790 books | Category:18th-century Indian books | Category:Indian manuscripts | Category:Indian travel books | Category:Kerala stubs | Category:Malayalam-language books | Category:Malayalam-language literature | Category:Travelogues,Indian,1790,📜,9.6690,76.5430
Category:Indian books by century,Category:19th-century Indian books,21797793,Aab-e hayat (Azad),https://en.wikipedia.org/?curid=21797793,Category:1880 books | Category:19th-century Indian books | Category:Indo-Aryan language stubs | Category:Literature book stubs | Category:Urdu-language books,Indian,1880,📕,31.5204,74.3587
Category:Indian books by century,Category:19th-century Indian books,42810596,Akhlaq-e-Hindi,https://en.wikipedia.org/?curid=42810596,Category:1803 non-fiction books | Category:19th-century Indian books | Category:Ethics book stubs | Category:Ethics books | Category:History of books | Category:Islamic studies book stubs | Category:Religious ethics stubs | Category:Urdu | Category:Urdu-language books,Indian,1803,📕,22.5730,88.3460
Category:Indian books by century,Category:19th-century Indian books,81215605,Al-Jizya,https://en.wikipedia.org/?curid=81215605,Category:1889 books | Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Deobandi historical works | Category:Indian non-fiction books | Category:Islamic economic jurisprudence | Category:Urdu-language books,Indian,1889,📕,27.8974,78.0880
Category:Indian books by century,Category:19th-century Indian books,81212374,An Enquiry Into the Destruction of the Ancient Alexandrian Library,https://en.wikipedia.org/?curid=81212374,Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Deobandi historical works | Category:Indian history books | Category:Indian non-fiction books | Category:Urdu-language books,Indian,1800,📕,27.8974,78.0880
Category:Indian books by century,Category:19th-century Indian books,62845114,Atmanimajjan,https://en.wikipedia.org/?curid=62845114,Category:1895 poetry books | Category:19th-century Indian books | Category:Gujarati-language poetry collections | Category:Indian poetry collections | Category:Works by Manilal Dwivedi,Indian,1895,📚,22.6915853,72.8633635
Category:Indian books by century,Category:19th-century Indian books,1234928,Barahin-e-Ahmadiyya,https://en.wikipedia.org/?curid=1234928,Category:1880 non-fiction books | Category:1882 non-fiction books | Category:1884 non-fiction books | Category:1905 non-fiction books | Category:19th-century Indian books | Category:20th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,1880,📜,31.8214,75.3788
Category:Indian books by century,Category:19th-century Indian books,39490056,Blessings of Prayer,https://en.wikipedia.org/?curid=39490056,Category:19th-century Indian books | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,1800,📜,31.8214,75.3788
Category:Indian books by century,Category:19th-century Indian books,63358366,Chitnis Bakhar,https://en.wikipedia.org/?curid=63358366,Category:1811 non-fiction books | Category:19th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Marathi-language literature | Category:Royalty book stubs,Indian,1811,📕,17.6805,74.0183
Category:Indian books by century,Category:19th-century Indian books,39566183,The Criterion for Religions,https://en.wikipedia.org/?curid=39566183,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,1895,📜,31.8214,75.3788
Category:Indian books by century,Category:19th-century Indian books,41804942,Delhi Book,https://en.wikipedia.org/?curid=41804942,Category:1844 books | Category:19th-century Indian books | Category:British Library collections | Category:Delhi | Category:Mughal art,Indian,1844,📚,28.6500,77.2333
Category:Indian books by century,Category:19th-century Indian books,73064491,Fatawa-e-Rashidiya,https://en.wikipedia.org/?curid=73064491,Category:19th-century Indian books | Category:Books about Islamic jurisprudence | Category:Books by Rashid Ahmad Gangohi | Category:Deobandi fiqh literature | Category:Fatwas | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Sharia | Category:Sunni literature | Category:Urdu-language books,India,1800,📜,29.6910,77.6790
Category:Indian books by century,Category:19th-century Indian books,28055765,Gazetteer of the Bombay Presidency,https://en.wikipedia.org/?curid=28055765,Category:1884 non-fiction books | Category:1896 non-fiction books | Category:19th-century Indian books | Category:Bombay Presidency | Category:Gazetteers of India | Category:Indian inscriptions,India,1884,📜,18.9388,72.8354
Category:Indian books by century,Category:19th-century Indian books,75945351,Gulamgiri,https://en.wikipedia.org/?curid=75945351,Category:1873 non-fiction books | Category:19th-century Indian books | Category:Books about the caste system in India | Category:Jyotirao Phule,India,1873,📕,18.520400,73.856700
Category:Indian books by century,Category:19th-century Indian books,39951823,The Heavenly Decree,https://en.wikipedia.org/?curid=39951823,Category:1891 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Works by Mirza Ghulam Ahmad,Indian,1891,📜,31.821100,75.377000
Category:Indian books by century,Category:19th-century Indian books,73360988,Imdad al-Fatawa,https://en.wikipedia.org/?curid=73360988,Category:19th-century Indian books | Category:Books about Islamic jurisprudence | Category:Books by Ashraf Ali Thanwi | Category:Deobandi fiqh literature | Category:Fatwas | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Sharia | Category:Sunni literature | Category:Urdu-language books,India,1800,📜,29.583300,77.433300
Category:Indian books by century,Category:19th-century Indian books,4918129,The Imperial Gazetteer of India,https://en.wikipedia.org/?curid=4918129,Category:1881 books | Category:19th-century Indian books | Category:Books about British India | Category:Gazetteers of India | Category:Historiography of India | Category:Historiography of Pakistan | Category:Reference works in the public domain,India,1881,📕,51.507400,-0.127800
Category:Indian books by century,Category:19th-century Indian books,15441217,Izhar ul-Haqq,https://en.wikipedia.org/?curid=15441217,Category:1864 non-fiction books | Category:19th-century Arabic-language books | Category:19th-century Indian books | Category:Books about Islam | Category:Books critical of Christianity | Category:Christianity and Islam | Category:Deobandi theological works | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic theology books | Category:Kalam | Category:Maturidi literature | Category:Sunni literature,Indian,1864,📜,21.389100,39.857900
Category:Indian books by century,Category:19th-century Indian books,35573487,Jnana Yoga (book),https://en.wikipedia.org/?curid=35573487,Category:1899 non-fiction books | Category:19th-century Indian books | Category:Books about modern yoga | Category:Books of lectures | Category:Indian non-fiction books | Category:Indian philosophy | Category:Philosophy books | Category:Works by Swami Vivekananda,Indian,1899,📕,40.712800,-74.006000
Category:Indian books by century,Category:19th-century Indian books,37265588,Kali the Mother (book),https://en.wikipedia.org/?curid=37265588,Category:1900 non-fiction books | Category:19th-century Indian books | Category:20th-century Indian books | Category:Books by Sister Nivedita | Category:English-language non-fiction books,Indian,1900,📕,51.507400,-0.127800
Category:Indian books by century,Category:19th-century Indian books,56652365,Kusumamala,https://en.wikipedia.org/?curid=56652365,Category:1887 books | Category:1887 poems | Category:19th-century Indian books | Category:Gujarati-language poetry collections | Category:Indian poetry collections,Indian,1887,📚,23.022500,72.571400
Category:Indian books by century,Category:19th-century Indian books,40549383,L'Inde française,https://en.wikipedia.org/?curid=40549383,Category:19th-century Indian books | Category:Fine illustrated books,Indian,1800,📕,48.856600,2.352200
Category:Indian books by century,Category:19th-century Indian books,8308136,Lazzat Un Nisa,https://en.wikipedia.org/?curid=8308136,Category:1850 books | Category:19th-century Indian books | Category:Indian literature | Category:Indian manuscripts | Category:Sex manuals | Category:Sexuality in India,India,1850,📜,17.385000,78.486700
Category:Indian books by century,Category:19th-century Indian books,37972359,Lectures from Colombo to Almora,https://en.wikipedia.org/?curid=37972359,Category:1897 non-fiction books | Category:19th-century Indian books | Category:Books about modern yoga | Category:Books of lectures | Category:Indian non-fiction books | Category:Works by Swami Vivekananda,Indian,1897,📕,13.082700,80.270700
Category:Indian books by century,Category:19th-century Indian books,27696236,Madanakamaraja Katha,https://en.wikipedia.org/?curid=27696236,Category:1848 short story collections | Category:19th-century Indian books | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Short story collection stubs | Category:Tamil stubs | Category:Tamil-language literature,Indian,1800,📚,13.082700,80.270700
Category:Indian books by century,Category:19th-century Indian books,39501527,Maktoobat e Ahmad,https://en.wikipedia.org/?curid=39501527,Category:19th-century Indian books | Category:20th-century Indian books | Category:Ahmadiyya stubs | Category:Indian non-fiction literature | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,1800,📜,31.821100,75.377000
Category:Indian books by century,Category:19th-century Indian books,51243523,Mari Hakikat,https://en.wikipedia.org/?curid=51243523,Category:1866 books | Category:1933 non-fiction books | Category:19th-century Indian books | Category:Books adapted into plays | Category:Books published posthumously | Category:Gujarati-language books | Category:Indian autobiographies | Category:Literary autobiographies,Indian,1866,📕,23.022500,72.571400
Category:Indian books by century,Category:19th-century Indian books,72778036,Mata-parīkṣā-śikṣā,https://en.wikipedia.org/?curid=72778036,Category:1839 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,1839,📕,23.200000,77.083300
Category:Indian books by century,Category:19th-century Indian books,72778014,Mataparīkṣā,https://en.wikipedia.org/?curid=72778014,Category:1839 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Hinduism | Category:Christian apologetic works | Category:Indian non-fiction books,Indian,1839,📕,22.572600,88.363900
Category:Indian books by century,Category:19th-century Indian books,72778108,Mataparīkṣottara,https://en.wikipedia.org/?curid=72778108,Category:1840 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,1840,📕,22.572600,88.363900
Category:Indian books by century,Category:19th-century Indian books,6010230,Maza Pravas,https://en.wikipedia.org/?curid=6010230,Category:19th-century Indian books | Category:Indian travel books | Category:Marathi-language literature | Category:Works about the Indian Rebellion of 1857,Indian,1800,📕,19.076000,72.877700
Category:Indian books by century,Category:19th-century Indian books,39365824,Minan-ur-Rahman,https://en.wikipedia.org/?curid=39365824,Category:1895 books | Category:19th-century Indian books | Category:Books about the Arabic language | Category:Indian religious texts | Category:Works about philology | Category:Works by Mirza Ghulam Ahmad,Indian,1895,📜,31.821100,75.377000
Category:Indian books by century,Category:19th-century Indian books,60510503,Monism or Advaitism?,https://en.wikipedia.org/?curid=60510503,Category:1889 non-fiction books | Category:19th-century Indian books | Category:Advaita Vedanta texts | Category:Metaphysics books | Category:Works by Manilal Dwivedi,Indian,1889,📜,19.076000,72.877700
Category:Indian books by century,Category:19th-century Indian books,57056134,Narmakosh,https://en.wikipedia.org/?curid=57056134,Category:1873 books | Category:19th-century Indian books | Category:Gujarati dictionaries | Category:Gujarati literature,Indian,1873,📕,21.170240,72.831061
Category:Indian books by century,Category:19th-century Indian books,73933024,Nashr al-Tib,https://en.wikipedia.org/?curid=73933024,Category:1912 non-fiction books | Category:19th-century Indian books | Category:Biographies of Muhammad | Category:Books by Ashraf Ali Thanwi | Category:Deobandi sirah literature | Category:Indian biographies | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature | Category:Urdu-language books,Indian,1912,📜,29.585900,77.418000
Category:Indian books by century,Category:19th-century Indian books,22929232,Noor-ul-Haq (book),https://en.wikipedia.org/?curid=22929232,Category:1894 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,1894,📜,31.820700,75.376000
Category:Indian books by century,Category:19th-century Indian books,28910827,Pedda Bala Siksha,https://en.wikipedia.org/?curid=28910827,Category:1832 non-fiction books | Category:19th-century Indian books | Category:19th-century encyclopedias | Category:20th-century Indian books | Category:20th-century encyclopedias | Category:Indian encyclopedias | Category:Telugu-language literature,Indian,1832,📕,13.904800,79.893900
Category:Indian books by century,Category:19th-century Indian books,1497563,The Philosophy of the Teachings of Islam,https://en.wikipedia.org/?curid=1497563,Category:19th century in philosophy | Category:19th-century Indian books | Category:Contemporary Islamic philosophy | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,1800,📜,31.520370,74.358747
Category:Indian books by century,Category:19th-century Indian books,12437339,Rawalpindi Gazetteer,https://en.wikipedia.org/?curid=12437339,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Gazetteers of India | Category:Historiography of Pakistan | Category:Pakistan stubs | Category:Rawalpindi District,India,1895,📕,31.520370,74.358747
Category:Indian books by century,Category:19th-century Indian books,81583759,Safarnama Rum-o-Misr-o-Sham,https://en.wikipedia.org/?curid=81583759,Category:1894 books | Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Darul Musannefin Shibli Academy books | Category:Deobandi literature | Category:Indian non-fiction books | Category:Urdu-language books,Indian,1894,📕,27.897389,78.088013
