root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:History books by century,Category:8th-century history books,316307,Kojiki,https://en.wikipedia.org/?curid=316307,Category:710s in Japan | Category:711 | Category:712 | Category:8th-century history books | Category:Asuka period | Category:History books about Japan | Category:Japanese literature in Classical Chinese | Category:Japanese mythology | Category:Kojiki | Category:Nara-period works | Category:Old Japanese texts | Category:Shinto texts,Chinese,700,📜,34.6851,135.8048
Category:History books by century,Category:8th-century history books,2161348,Liber Historiae Francorum,https://en.wikipedia.org/?curid=2161348,Category:8th-century history books | Category:Charles Martel | Category:Historiography of France | Category:Works about the Middle Ages | Category:Works published anonymously,France,700,📕,49.3817,3.3236
Category:History books by century,Category:8th-century history books,316358,Nihon Shoki,https://en.wikipedia.org/?curid=316358,Category:720 | Category:8th-century Japanese books | Category:8th-century Japanese literature | Category:8th-century history books | Category:History books about Japan | Category:Japanese literature in Classical Chinese | Category:Japanese mythology | Category:Kanbun | Category:Nara period | Category:Nara-period works | Category:Old Japanese texts | Category:Shinto texts,Chinese,700,📜,34.6851,135.8048
Category:History books by century,Category:8th-century history books,12454750,Shitong,https://en.wikipedia.org/?curid=12454750,Category:8th-century Chinese books | Category:8th-century history books | Category:Chinese history book stubs | Category:Chinese history texts | Category:Historiography of China | Category:Tang dynasty literature,China,700,📜,34.3416,108.9398
Category:History books by century,Category:8th-century history books,1592278,Shoku Nihongi,https://en.wikipedia.org/?curid=1592278,Category:797 | Category:8th-century Japanese books | Category:8th-century Japanese literature | Category:8th-century history books | Category:Asian history book stubs | Category:Emperor Kanmu | Category:Heian period in literature | Category:History books about Japan | Category:History books of the Heian Period | Category:Japanese history stubs | Category:Late Old Japanese texts,Japan,700,📜,35.0116,135.7681
Category:History books by century,Category:8th-century history books,15553075,Takahashi Ujibumi,https://en.wikipedia.org/?curid=15553075,Category:8th-century Japanese books | Category:8th-century history books | Category:Arbitration | Category:Lost books | Category:Nara period | Category:Old Japanese texts | Category:Shinto texts,Japanese,700,📜,34.6851,135.8048
Category:History books by century,Category:8th-century history books,5449582,Tongdian,https://en.wikipedia.org/?curid=5449582,Category:8th-century Chinese books | Category:8th-century history books | Category:Chinese history book stubs | Category:Chinese history texts | Category:Encyclopedias in Chinese | Category:Tang dynasty literature,Chinese,700,📜,34.3416,108.9398
Category:History books by century,Category:8th-century history books,21435678,Tōshi Kaden,https://en.wikipedia.org/?curid=21435678,Category:8th-century Japanese books | Category:8th-century history books | Category:Asian history book stubs | Category:Japanese history stubs | Category:Old Japanese texts,Japanese,700,📜,34.6851,135.8048
Category:History books by century,Category:9th-century history books,70236806,Annales Tiliani,https://en.wikipedia.org/?curid=70236806,Category:9th-century books in Latin | Category:9th-century history books | Category:Charles Martel | Category:Chronicles about France in Latin | Category:Early medieval Latin literature | Category:Historiography | Category:Works published anonymously,France,800,📜,49.7499,6.6371
Category:History books by century,Category:9th-century history books,146248,Historia Brittonum,https://en.wikipedia.org/?curid=146248,Category:9th-century books in Latin | Category:9th-century history books | Category:Arthurian literature in Latin | Category:Sub-Roman Britain | Category:Welsh chronicles | Category:Welsh mythology,Welsh,800,📜,53.1390,-4.2730
Category:History books by century,Category:9th-century history books,62294509,Kitāb al-Bayān wa-al-Tabyīn,https://en.wikipedia.org/?curid=62294509,Category:9th-century books | Category:9th-century history books | Category:Arabic non-fiction books | Category:Biographical books | Category:Philology,Arabic,800,📕,30.5085,47.7804
Category:History books by century,Category:9th-century history books,71368127,Nihayat al-arab fi akhbar al-Furs wa'l-'Arab,https://en.wikipedia.org/?curid=71368127,Category:9th-century Arabic-language books | Category:9th-century history books | Category:Abbasid literature | Category:History books about Iran | Category:Iranian literature,Iran,800,📕,33.3152,44.3661
Category:History books by century,Category:9th-century history books,20453896,Nihon Kōki,https://en.wikipedia.org/?curid=20453896,Category:840s in Japan | Category:9th-century Japanese books | Category:9th-century history books | Category:Heian period in literature | Category:History books about Japan | Category:History books of the Heian Period | Category:Japanese history stubs | Category:Late Old Japanese texts | Category:Nara period,Japan,800,📜,35.0116,135.7681
Category:History books by century,Category:9th-century history books,21521695,Nihon Montoku Tennō Jitsuroku,https://en.wikipedia.org/?curid=21521695,Category:850s in Japan | Category:9th-century Japanese books | Category:9th-century history books | Category:History books about Japan | Category:History books of the Heian Period | Category:Japanese history stubs | Category:Late Old Japanese texts,Japan,800,📜,35.0116,135.7681
Category:History books by century,Category:9th-century history books,21443747,Ruijū Kokushi,https://en.wikipedia.org/?curid=21443747,Category:890s in Japan | Category:892 | Category:9th-century history books | Category:History books about Japan | Category:History books of the Heian Period | Category:Japanese history stubs | Category:Late Old Japanese texts | Category:Nara period | Category:Sugawara no Michizane,Japan,800,📜,35.0116,135.7681
Category:History books by century,Category:9th-century history books,20455065,Shoku Nihon Kōki,https://en.wikipedia.org/?curid=20455065,Category:9th-century Japanese books | Category:9th-century history books | Category:Heian period in literature | Category:History books about Japan | Category:History books of the Heian Period | Category:Japanese culture stubs | Category:Japanese history stubs | Category:Late Old Japanese texts,Japan,800,📜,35.0116,135.7681
Category:History books by century,Category:10th-century history books,218860,Annales Cambriae,https://en.wikipedia.org/?curid=218860,Category:10th-century books in Latin | Category:10th-century history books | Category:Arthurian literature in Latin | Category:Manuscripts about Wales in Latin | Category:Medieval Welsh literature | Category:Medieval historical texts in Latin | Category:Welsh chronicles,Wales,900,📜,51.8820,-5.2690
Category:History books by century,Category:10th-century history books,11759929,Annales iuvavenses,https://en.wikipedia.org/?curid=11759929,Category:10th-century books in Latin | Category:10th-century history books | Category:Duchy of Bavaria | Category:Henry the Fowler | Category:History books about Austria | Category:Medieval historical texts in Latin | Category:Salzburg,Austria,900,📜,47.8095,13.0550
Category:History books by century,Category:10th-century history books,11742130,Annales Vedastini,https://en.wikipedia.org/?curid=11742130,Category:10th-century French historians | Category:10th-century books in Latin | Category:10th-century history books | Category:10th-century writers in Latin | Category:Carolingian historical texts in Latin,French,900,📜,50.2910,2.7775
Category:History books by century,Category:10th-century history books,7754560,Chronicle of Ireland,https://en.wikipedia.org/?curid=7754560,Category:10th-century history books | Category:Christianity in medieval Ireland | Category:Hypothetical documents | Category:Irish chronicles,Ireland,900,📜,53.4506,-6.6889
Category:History books by century,Category:10th-century history books,1904166,Chronicle of Moissac,https://en.wikipedia.org/?curid=1904166,Category:10th-century French historians | Category:10th-century books in Latin | Category:10th-century history books | Category:10th-century writers in Latin | Category:Carolingian historical texts in Latin,French,900,📜,42.2006,2.1906
